order_id,order_date,customer_segment,region,product_category,customer_age,quantity,unit_price,discount_pct,revenue,rating,delivery_days,shipping_cost
101167,2024-07-13 12:00:00,Consumer,North,Office Supplies,25.0,1.0,$13.05,0.152,,4.5,4.0,
100523,2024-03-28 04:00:00,Corporate,East,Clothing,21.0,1.0,$95.64,0.067,89.23,4.6,5.0,
100918,2024-06-02 00:00:00,Consumer,North,Clothing,40.0,1.0,$39.72,0.101,35.71,4.4,4.0,11.7
100907,2024-05-31 04:00:00,Consumer,North,Electronics,20.0,2.0,$503.89,0.287,718.55,,3.0,6.22
100799,2024-05-13 04:00:00,Corporate,West,Office Supplies,18.0,5.0,$21.33,0.05,101.32,5.0,7.0,10.01
101814,2024-10-29 08:00:00,Corporate,South,Office Supplies,25.0,5.0,$46.66,0.203,185.94,2.4,3.0,10.04
101651,2024-10-02 04:00:00,Consumer,North,Furniture,54.0,3.0,$167.48,0.069,467.77,4.6,3.0,22.43
100887,2024-05-27 20:00:00,Consumer,Central,Office Supplies,62.0,5.0,$12.09,0.345,39.59,3.6,3.0,8.91
101898,2024-11-12 08:00:00,Consumer,North,Office Supplies,20.0,5.0,$26.49,0.045,126.49,4.3,1.0,
101491,2024-09-05 12:00:00,Corporate,North,Office Supplies,68.0,1.0,$54.54,0.135,47.18,4.1,2.0,
100053,2024-01-09 20:00:00,Corporate,West,Furniture,23.0,1.0,$133.03,0.069,123.85,4.6,4.0,25.36
100313,2024-02-22 04:00:00,Consumer,North,Office Supplies,29.0,3.0,$8.43,0.035,24.4,4.1,2.0,10.83
101098,2024-07-02 00:00:00,Home Office,South,Office Supplies,74.0,5.0,$7.48,0.143,32.05,2.8,7.0,3.96
101677,2024-10-06 12:00:00,Consumer,East,Office Supplies,46.0,5.0,$9.69,0.117,42.78,,5.0,1.72
101606,2024-09-24 16:00:00,Home Office,North,Electronics,34.0,5.0,$200.04,0.056,944.19,5.0,2.0,
100222,2024-02-07 00:00:00,Corporate,South,Furniture,31.0,3.0,$588.46,0.236,1348.75,3.7,4.0,30.16
101884,2024-11-10 00:00:00,Consumer,Central,Furniture,21.0,3.0,$248.27,0.05,707.57,4.9,3.0,16.0
100972,2024-06-11 00:00:00,Consumer,North,Furniture,54.0,5.0,$210.77,0.218,824.11,3.0,5.0,26.3
101177,2024-07-15 04:00:00,Consumer,South,Electronics,44.0,5.0,$244.77,0.202,976.63,3.6,4.0,
100172,2024-01-29 16:00:00,Consumer,East,Clothing,27.0,3.0,$58.30,0.114,154.96,4.0,3.0,1.56
101133,2024-07-07 20:00:00,Corporate,North,Furniture,29.0,3.0,$101.80,0.112,271.2,4.8,2.0,25.11
101921,2024-11-16 04:00:00,Consumer,West,Electronics,73.0,2.0,$216.40,0.029,420.25,5.0,6.0,1.0
100930,2024-06-04 00:00:00,Consumer,East,Office Supplies,56.0,3.0,$20.36,0.201,48.8,4.8,6.0,5.58
101111,2024-07-04 04:00:00,Consumer,South,Office Supplies,52.0,2.0,$24.94,0.179,40.95,5.0,3.0,
101515,2024-09-09 12:00:00,Consumer,West,Clothing,21.0,5.0,$22.94,0.223,89.12,4.8,5.0,7.58
101658,2024-10-03 08:00:00,Consumer,West,Electronics,65.0,1.0,$444.13,0.082,407.71,2.6,5.0,12.23
101623,2024-09-27 12:00:00,Consumer,West,Office Supplies,72.0,2.0,$32.35,0.018,63.54,,5.0,8.66
100569,2024-04-04 20:00:00,Consumer,Central,Office Supplies,28.0,5.0,$24.66,0.339,81.5,4.6,5.0,13.46
101983,2024-11-26 12:00:00,Consumer,South,Furniture,30.0,2.0,$255.10,0.486,262.24,4.8,3.0,16.84
100221,2024-02-06 20:00:00,Consumer,East,Electronics,71.0,1.0,$255.77,0.288,182.11,4.1,6.0,3.69
100700,2024-04-26 16:00:00,Consumer,West,Clothing,26.0,5.0,$56.72,0.118,,5.0,6.0,15.62
100461,2024-03-17 20:00:00,Consumer,West,Furniture,41.0,5.0,$243.60,0.145,1041.39,5.0,5.0,22.09
101582,2024-09-20 16:00:00,Consumer,South,Furniture,57.0,4.0,$323.99,0.216,1016.03,5.0,5.0,20.46
101841,2024-11-02 20:00:00,Corporate,East,Furniture,55.0,4.0,$271.29,0.188,881.15,1.7,3.0,21.7
101413,2024-08-23 12:00:00,Home Office,North,Electronics,35.0,1.0,$115.05,0.258,85.37,3.7,5.0,4.42
100998,2024-06-15 08:00:00,Home Office,Central,Furniture,,2.0,$338.47,0.306,469.8,3.7,4.0,
101971,2024-11-24 12:00:00,Home Office,North,Electronics,41.0,4.0,$282.82,0.453,618.81,4.3,3.0,10.52
100544,2024-03-31 16:00:00,Consumer,East,Furniture,18.0,4.0,$474.55,0.118,1674.21,3.3,5.0,22.19
100904,2024-05-30 16:00:00,Home Office,South,Office Supplies,62.0,5.0,$16.77,0.131,72.87,5.0,5.0,
101896,2024-11-12 00:00:00,Corporate,South,Electronics,,5.0,$184.10,0.258,683.01,3.7,3.0,2.83
101046,2024-06-23 08:00:00,Consumer,East,Electronics,56.0,5.0,$161.43,0.219,630.38,3.8,3.0,
100774,2024-05-09 00:00:00,Consumer,West,Electronics,19.0,1.0,$97.36,0.097,87.92,4.7,7.0,4.87
101857,2024-11-05 12:00:00,Consumer,South,Office Supplies,57.0,2.0,$63.09,0.296,88.83,4.6,4.0,
100640,2024-04-16 16:00:00,Corporate,West,Electronics,67.0,5.0,$349.14,0.113,1548.44,3.9,4.0,
101726,2024-10-14 16:00:00,Consumer,Central,Office Supplies,28.0,1.0,$30.23,0.405,17.99,5.0,3.0,9.96
100491,2024-03-22 20:00:00,Corporate,South,Clothing,66.0,1.0,$26.88,0.089,24.49,5.0,4.0,
100792,2024-05-12 00:00:00,Consumer,West,Electronics,38.0,3.0,$468.21,0.129,1223.43,4.6,5.0,
100123,2024-01-21 12:00:00,Consumer,North,Furniture,35.0,3.0,$870.78,0.361,1669.29,4.5,4.0,23.46
101566,2024-09-18 00:00:00,Consumer,West,Office Supplies,25.0,2.0,$9.51,0.53,,4.6,6.0,1.0
100249,2024-02-11 12:00:00,Consumer,South,Office Supplies,42.0,1.0,$24.89,0.296,17.52,5.0,3.0,10.86
101825,2024-10-31 04:00:00,Consumer,East,Electronics,31.0,4.0,$223.67,0.245,675.48,2.7,5.0,7.48
101318,2024-08-07 16:00:00,Corporate,North,Furniture,52.0,2.0,$317.98,0.061,597.17,5.0,4.0,26.21
101480,2024-09-03 16:00:00,Consumer,East,Electronics,32.0,2.0,$310.78,0.334,413.96,5.0,5.0,5.03
100106,2024-01-18 16:00:00,Consumer,West,Office Supplies,68.0,4.0,$19.98,0.097,72.17,2.8,7.0,5.2
101887,2024-11-10 12:00:00,Consumer,West,Electronics,,3.0,$146.45,0.205,349.28,3.1,6.0,
101545,2024-09-14 12:00:00,Consumer,East,Electronics,72.0,3.0,$235.96,0.421,409.86,4.6,5.0,12.93
100602,2024-04-10 08:00:00,Home Office,East,Clothing,51.0,5.0,$80.09,0.035,386.43,2.9,4.0,8.26
100704,2024-04-27 08:00:00,Consumer,West,Electronics,54.0,1.0,$153.60,0.029,149.15,4.5,6.0,6.28
101754,2024-10-19 08:00:00,Consumer,East,Electronics,21.0,5.0,$259.24,0.271,944.93,3.2,5.0,7.71
100154,2024-01-26 16:00:00,Consumer,East,Office Supplies,55.0,4.0,$13.23,0.16,44.45,3.5,4.0,7.21
100978,2024-06-12 00:00:00,Consumer,West,Office Supplies,68.0,2.0,$28.88,0.428,33.04,4.0,4.0,
100757,2024-05-06 04:00:00,Home Office,West,Clothing,38.0,2.0,$83.16,0.151,141.21,5.0,7.0,
101320,2024-08-08 00:00:00,Consumer,North,Electronics,20.0,3.0,$192.40,0.636,210.1,5.0,1.0,5.64
100796,2024-05-12 16:00:00,Consumer,East,Electronics,48.0,1.0,N/A,0.063,247.07,3.9,5.0,
100736,2024-05-02 16:00:00,Consumer,North,Office Supplies,64.0,2.0,$14.82,0.043,28.37,5.0,2.0,
100821,2024-05-16 20:00:00,Corporate,West,Electronics,37.0,1.0,$203.68,0.245,153.78,4.9,4.0,
100310,2024-02-21 16:00:00,Consumer,Central,Office Supplies,71.0,2.0,$13.24,0.329,17.77,3.7,3.0,8.51
100986,2024-06-13 08:00:00,Consumer,North,Office Supplies,71.0,3.0,$26.67,0.25,60.01,4.1,2.0,8.32
100946,2024-06-06 16:00:00,Corporate,South,Office Supplies,58.0,4.0,$32.22,0.039,123.85,4.7,4.0,12.14
100938,2024-06-05 08:00:00,Home Office,South,Office Supplies,54.0,4.0,$17.63,0.131,61.28,3.9,4.0,9.08
100127,2024-01-22 04:00:00,Consumer,South,Furniture,58.0,3.0,$303.71,0.24,692.46,5.0,3.0,25.94
101849,2024-11-04 04:00:00,Corporate,South,Office Supplies,58.0,2.0,$3.75,0.14,6.45,4.9,,12.36
101846,2024-11-03 16:00:00,Consumer,West,Clothing,53.0,3.0,$83.64,0.12,220.81,,5.0,10.93
100709,2024-04-28 04:00:00,Consumer,East,Furniture,36.0,2.0,$1887.73,0.206,2997.72,3.7,4.0,
101791,2024-10-25 12:00:00,Consumer,South,Office Supplies,25.0,1.0,$18.57,0.211,14.65,5.0,3.0,
101562,2024-09-17 08:00:00,Home Office,Central,Electronics,40.0,1.0,$456.64,0.167,380.38,3.8,3.0,15.32
100712,2024-04-28 16:00:00,Corporate,South,Office Supplies,72.0,2.0,$16.16,0.16,,4.6,3.0,5.11
101469,2024-09-01 20:00:00,Consumer,Central,Electronics,30.0,1.0,$211.36,0.103,189.59,5.0,4.0,3.7
100043,2024-01-08 04:00:00,Consumer,Central,Clothing,27.0,5.0,$42.49,0.351,137.88,4.1,5.0,
100456,2024-03-17 00:00:00,Home Office,East,Electronics,45.0,2.0,$225.24,0.212,354.98,,4.0,1.0
101869,2024-11-07 12:00:00,Corporate,East,Electronics,43.0,4.0,N/A,0.289,1188.51,4.7,3.0,11.63
100764,2024-05-07 08:00:00,Home Office,North,Furniture,26.0,2.0,$638.62,0.153,1081.82,4.5,2.0,
101054,2024-06-24 16:00:00,Consumer,East,Office Supplies,53.0,2.0,$28.75,0.239,43.76,3.0,4.0,
101684,2024-10-07 16:00:00,Consumer,North,Furniture,60.0,1.0,$277.37,0.06,260.73,3.9,3.0,21.9
100201,2024-02-03 12:00:00,Home Office,Central,Office Supplies,23.0,3.0,$15.58,0.105,41.83,4.7,,10.04
101809,2024-10-28 12:00:00,Consumer,West,Office Supplies,,3.0,$20.28,0.161,51.04,2.9,5.0,
101276,2024-07-31 16:00:00,Consumer,East,Office Supplies,55.0,2.0,$37.56,0.067,70.09,5.0,5.0,
101781,2024-10-23 20:00:00,Corporate,West,Clothing,,4.0,$37.22,0.08,136.97,3.9,4.0,
101910,2024-11-14 08:00:00,Consumer,East,Clothing,67.0,1.0,$102.10,0.188,82.91,4.2,5.0,
101164,2024-07-13 00:00:00,Consumer,East,Office Supplies,44.0,4.0,$12.63,0.208,40.01,4.1,5.0,
101855,2024-11-05 04:00:00,Home Office,North,Office Supplies,49.0,5.0,$38.80,0.538,89.63,4.4,2.0,
101565,2024-09-17 20:00:00,Consumer,West,Electronics,27.0,4.0,$194.31,0.344,509.87,3.3,4.0,
100684,2024-04-24 00:00:00,Corporate,South,Clothing,63.0,1.0,$23.08,0.088,21.05,4.5,3.0,1.0
100674,2024-04-22 08:00:00,Corporate,East,Office Supplies,33.0,3.0,$5.45,0.141,14.04,4.7,4.0,10.26
101929,2024-11-17 12:00:00,Consumer,Central,Electronics,69.0,1.0,$226.79,0.369,143.1,,5.0,
101331,2024-08-09 20:00:00,Consumer,South,Office Supplies,70.0,4.0,$18.35,0.369,46.32,4.5,3.0,
100365,2024-03-01 20:00:00,Consumer,West,Electronics,44.0,5.0,$384.61,0.289,1367.29,2.9,5.0,10.91
100614,2024-04-12 08:00:00,Consumer,South,Furniture,55.0,3.0,$269.26,0.123,708.42,5.0,5.0,22.08
100756,2024-05-06 00:00:00,Consumer,West,Furniture,69.0,2.0,$127.27,0.392,154.76,5.0,8.0,
101368,2024-08-16 00:00:00,Consumer,North,Office Supplies,65.0,3.0,$12.72,0.161,32.02,4.5,2.0,4.23
100958,2024-06-08 16:00:00,Consumer,South,Furniture,61.0,3.0,$1109.39,0.271,2426.24,4.7,5.0,18.88
101453,2024-08-30 04:00:00,Home Office,North,Electronics,28.0,1.0,$274.63,0.178,225.75,5.0,3.0,8.29
100126,2024-01-22 00:00:00,Consumer,South,Office Supplies,72.0,5.0,$26.55,0.083,121.73,4.3,5.0,
100630,2024-04-15 00:00:00,Home Office,North,Electronics,64.0,1.0,$160.35,0.151,136.14,,2.0,11.9
101630,2024-09-28 16:00:00,Consumer,North,Furniture,60.0,2.0,$248.99,0.432,282.85,3.6,4.0,
100574,2024-04-05 16:00:00,Home Office,East,Office Supplies,,2.0,$42.15,0.172,69.8,5.0,3.0,8.74
100910,2024-05-31 16:00:00,Corporate,West,Electronics,57.0,5.0,$173.05,0.118,763.15,,7.0,
101431,2024-08-26 12:00:00,Corporate,East,Furniture,21.0,5.0,$378.22,0.108,1686.86,,5.0,
101727,2024-10-14 20:00:00,Home Office,South,Furniture,66.0,2.0,$717.46,0.257,1066.15,3.1,4.0,23.01
100482,2024-03-21 08:00:00,Corporate,North,Office Supplies,74.0,1.0,$15.43,0.181,12.64,5.0,1.0,
100546,2024-04-01 00:00:00,Consumer,Central,Clothing,18.0,5.0,$27.79,0.169,115.47,4.1,4.0,8.81
101551,2024-09-15 12:00:00,Consumer,East,Electronics,48.0,2.0,$223.38,0.07,415.49,3.0,3.0,
101577,2024-09-19 20:00:00,Corporate,South,Office Supplies,34.0,4.0,$19.87,0.178,65.33,3.7,1.0,
100234,2024-02-09 00:00:00,Home Office,West,Electronics,29.0,4.0,$150.65,0.019,591.15,4.2,4.0,11.54
101253,2024-07-27 20:00:00,Corporate,East,Office Supplies,71.0,4.0,$12.03,0.261,35.56,4.0,5.0,13.08
100131,2024-01-22 20:00:00,Home Office,West,Office Supplies,69.0,5.0,$12.11,0.076,55.95,5.0,4.0,10.54
100812,2024-05-15 08:00:00,Home Office,West,Office Supplies,33.0,4.0,$20.54,0.064,76.9,4.4,6.0,8.65
100224,2024-02-07 08:00:00,Consumer,Central,Electronics,30.0,3.0,$579.47,0.191,1406.37,4.1,2.0,
100062,2024-01-11 08:00:00,Corporate,East,Electronics,18.0,1.0,$380.07,0.169,315.84,2.4,4.0,11.26
100101,2024-01-17 20:00:00,Corporate,North,Office Supplies,25.0,3.0,$11.87,0.376,22.22,5.0,2.0,10.52
101790,2024-10-25 08:00:00,Corporate,South,Office Supplies,35.0,1.0,$2.58,0.113,2.29,5.0,3.0,
101071,2024-06-27 12:00:00,Corporate,Central,Furniture,43.0,1.0,$301.96,0.389,184.5,3.2,2.0,26.89
100994,2024-06-14 16:00:00,Home Office,East,Office Supplies,26.0,2.0,$31.13,0.208,49.31,3.2,5.0,12.73
100300,2024-02-20 00:00:00,Corporate,Central,Furniture,44.0,4.0,$218.79,0.301,611.74,4.1,3.0,16.0
101862,2024-11-06 08:00:00,Home Office,West,Office Supplies,31.0,3.0,$24.93,0.225,57.96,5.0,4.0,2.76
100260,2024-02-13 08:00:00,Consumer,West,Clothing,51.0,1.0,$31.73,0.074,29.38,3.7,6.0,6.98
101012,2024-06-17 16:00:00,Consumer,West,Electronics,53.0,5.0,$194.23,0.288,691.46,3.4,7.0,6.44
100874,2024-05-25 16:00:00,Corporate,North,Office Supplies,31.0,5.0,$15.91,0.111,70.72,4.1,3.0,5.26
100711,2024-04-28 12:00:00,Corporate,South,Electronics,57.0,3.0,$107.48,0.478,168.31,4.1,2.0,4.78
100980,2024-06-12 08:00:00,Home Office,East,Clothing,53.0,2.0,$55.83,0.195,89.89,4.5,3.0,
100837,2024-05-19 12:00:00,Home Office,South,Electronics,18.0,5.0,$163.25,0.283,585.25,4.6,4.0,5.55
100287,2024-02-17 20:00:00,Consumer,West,Electronics,18.0,4.0,$96.72,0.062,362.89,5.0,3.0,1.0
101948,2024-11-20 16:00:00,Consumer,West,Furniture,38.0,2.0,$131.53,0.126,229.91,3.1,7.0,26.78
101504,2024-09-07 16:00:00,Corporate,West,Clothing,52.0,1.0,$154.74,0.138,133.39,4.9,5.0,
101656,2024-10-03 00:00:00,Consumer,North,Clothing,49.0,4.0,$84.24,0.178,276.98,4.8,2.0,18.2
100896,2024-05-29 08:00:00,Consumer,Central,Electronics,56.0,1.0,$70.62,0.158,59.46,4.8,6.0,2.57
101998,2024-11-29 00:00:00,Corporate,South,Clothing,70.0,3.0,$24.09,0.273,52.54,3.6,1.0,7.8
101538,2024-09-13 08:00:00,Corporate,North,Furniture,34.0,2.0,$337.62,0.121,593.54,4.5,,24.17
100778,2024-05-09 16:00:00,Corporate,South,Electronics,41.0,2.0,$331.72,0.097,599.09,4.0,4.0,13.39
100411,2024-03-09 12:00:00,Corporate,Central,Electronics,,4.0,$604.49,0.223,1878.75,5.0,3.0,5.7
100376,2024-03-03 16:00:00,Home Office,West,Office Supplies,39.0,4.0,$18.74,0.109,66.79,3.7,7.0,6.08
100262,2024-02-13 16:00:00,Consumer,East,Electronics,46.0,2.0,$214.96,0.254,320.72,4.4,4.0,1.64
101206,2024-07-20 00:00:00,Corporate,North,Electronics,54.0,2.0,$246.12,0.343,323.4,4.3,1.0,12.9
101210,2024-07-20 16:00:00,Corporate,South,Furniture,50.0,1.0,$158.83,0.17,131.83,5.0,5.0,24.42
101966,2024-11-23 16:00:00,Corporate,East,Office Supplies,24.0,2.0,$21.83,0.09,39.73,3.3,5.0,10.54
101462,2024-08-31 16:00:00,Consumer,North,Electronics,20.0,3.0,$284.73,0.365,542.41,3.0,5.0,6.68
101035,2024-06-21 12:00:00,Corporate,West,Electronics,73.0,4.0,$125.25,0.331,335.17,5.0,5.0,3.59
100366,2024-03-02 00:00:00,Corporate,South,Furniture,42.0,4.0,$199.53,0.178,656.05,4.3,3.0,
100012,2024-01-03 00:00:00,Corporate,North,Clothing,55.0,4.0,$42.51,0.127,148.44,5.0,5.0,9.04
100129,2024-01-22 12:00:00,Corporate,North,Clothing,27.0,2.0,$37.37,0.101,67.19,5.0,2.0,11.16
101584,2024-09-21 00:00:00,Corporate,Central,Office Supplies,18.0,1.0,$26.31,0.32,17.89,,5.0,4.89
100509,2024-03-25 20:00:00,Consumer,East,Furniture,27.0,5.0,$864.48,0.008,4287.82,5.0,4.0,25.36
101215,2024-07-21 12:00:00,Consumer,West,Furniture,,2.0,$515.44,0.495,,4.1,5.0,21.81
101178,2024-07-15 08:00:00,Consumer,North,Office Supplies,42.0,2.0,$6.46,0.145,11.05,3.5,3.0,
101353,2024-08-13 12:00:00,Consumer,South,Office Supplies,52.0,3.0,$20.45,0.379,38.1,4.5,3.0,8.52
101446,2024-08-29 00:00:00,Home Office,West,Office Supplies,72.0,1.0,$25.23,0.225,19.55,4.7,5.0,9.51
101617,2024-09-26 12:00:00,Corporate,North,Office Supplies,45.0,3.0,$26.58,0.363,50.79,2.5,1.0,1.1
101444,2024-08-28 16:00:00,Consumer,West,Clothing,56.0,2.0,$57.94,0.415,,4.0,6.0,3.45
100597,2024-04-09 12:00:00,Corporate,South,Electronics,49.0,2.0,$246.49,0.098,444.67,3.0,5.0,12.37
100932,2024-06-04 08:00:00,Consumer,East,Office Supplies,46.0,2.0,$6.21,0.209,9.82,4.8,4.0,
100372,2024-03-03 00:00:00,Consumer,South,Office Supplies,21.0,1.0,$28.46,0.137,24.56,,4.0,12.0
100038,2024-01-07 08:00:00,Consumer,East,Furniture,20.0,4.0,$443.01,0.02,1736.6,2.7,4.0,26.33
101330,2024-08-09 16:00:00,Corporate,Central,Office Supplies,33.0,4.0,$6.90,0.132,23.96,4.9,4.0,16.51
101725,2024-10-14 12:00:00,Consumer,West,Clothing,35.0,1.0,$38.04,0.386,23.36,4.1,4.0,8.14
100076,2024-01-13 16:00:00,Consumer,Central,Office Supplies,47.0,4.0,$23.26,0.364,59.17,5.0,4.0,
101007,2024-06-16 20:00:00,Consumer,North,Office Supplies,69.0,5.0,$34.67,0.289,123.25,,1.0,7.64
100967,2024-06-10 04:00:00,Consumer,South,Furniture,64.0,4.0,$647.61,0.16,2175.97,4.4,2.0,16.39
101931,2024-11-17 20:00:00,Corporate,East,Electronics,24.0,3.0,$181.88,0.084,499.81,3.7,5.0,8.5
100301,2024-02-20 04:00:00,Consumer,West,Office Supplies,66.0,5.0,$11.78,0.109,52.48,5.0,4.0,
100669,2024-04-21 12:00:00,Consumer,East,Electronics,32.0,4.0,$189.58,0.193,611.96,5.0,,
101867,2024-11-07 04:00:00,Consumer,South,Office Supplies,66.0,4.0,$28.12,0.182,92.01,3.5,2.0,6.63
101197,2024-07-18 12:00:00,Corporate,North,Furniture,65.0,1.0,$203.83,0.085,186.5,4.7,2.0,23.86
100214,2024-02-05 16:00:00,Corporate,Central,Office Supplies,47.0,1.0,$33.89,0.081,31.14,3.4,2.0,7.31
101008,2024-06-17 00:00:00,Corporate,North,Office Supplies,54.0,5.0,$9.37,0.236,35.79,3.6,5.0,11.31
100338,2024-02-26 08:00:00,Consumer,East,Office Supplies,22.0,1.0,$27.55,0.188,22.37,,5.0,
100258,2024-02-13 00:00:00,Consumer,North,Clothing,29.0,1.0,$42.89,0.45,23.59,3.7,1.0,
101214,2024-07-21 08:00:00,Consumer,North,Furniture,36.0,1.0,$364.65,0.441,203.84,1.6,3.0,21.89
101237,2024-07-25 04:00:00,Consumer,South,Electronics,73.0,2.0,$263.58,0.162,441.76,2.5,4.0,12.9
100566,2024-04-04 08:00:00,Corporate,North,Office Supplies,58.0,3.0,$22.21,0.224,51.7,5.0,2.0,
101195,2024-07-18 04:00:00,Consumer,South,Clothing,55.0,2.0,$67.83,0.108,121.01,4.5,5.0,
100681,2024-04-23 12:00:00,Consumer,West,Electronics,41.0,5.0,$145.74,0.066,680.61,3.3,5.0,10.31
100659,2024-04-19 20:00:00,Consumer,South,Electronics,47.0,2.0,$284.16,0.313,,4.2,4.0,
100423,2024-03-11 12:00:00,Consumer,North,Electronics,25.0,4.0,$129.11,0.209,408.5,5.0,3.0,6.64
101414,2024-08-23 16:00:00,Consumer,South,Office Supplies,45.0,3.0,$10.39,0.33,20.88,4.4,3.0,11.87
100100,2024-01-17 16:00:00,Home Office,West,Electronics,40.0,4.0,$193.86,0.111,689.37,,9.0,11.16
100308,2024-02-21 08:00:00,Consumer,East,Clothing,34.0,5.0,$178.74,0.044,854.38,3.7,3.0,
101521,2024-09-10 12:00:00,Consumer,West,Electronics,35.0,1.0,$138.32,0.211,109.13,3.3,6.0,
100628,2024-04-14 16:00:00,Corporate,South,Electronics,49.0,1.0,$265.02,0.213,208.57,5.0,6.0,5.01
100654,2024-04-19 00:00:00,Home Office,East,Furniture,27.0,4.0,$317.38,0.129,1105.75,4.4,5.0,24.34
101251,2024-07-27 12:00:00,Consumer,East,Electronics,32.0,5.0,$308.91,0.42,895.84,4.7,3.0,12.57
101967,2024-11-23 20:00:00,Corporate,North,Electronics,59.0,4.0,$241.04,0.187,783.86,,2.0,5.46
101892,2024-11-11 08:00:00,Corporate,East,Office Supplies,46.0,5.0,$18.56,0.153,78.6,4.6,4.0,10.1
100481,2024-03-21 04:00:00,Consumer,South,Office Supplies,33.0,4.0,$12.04,0.085,44.07,3.4,3.0,8.04
101031,2024-06-20 20:00:00,Corporate,North,Clothing,67.0,3.0,$39.56,0.19,96.13,,1.0,
100037,2024-01-07 04:00:00,Consumer,North,Office Supplies,58.0,4.0,$15.35,0.071,57.04,3.4,2.0,
101291,2024-08-03 04:00:00,Corporate,West,Furniture,31.0,1.0,$161.61,0.017,158.86,4.2,9.0,20.91
101786,2024-10-24 16:00:00,Consumer,Central,Clothing,43.0,4.0,$36.70,0.159,123.46,5.0,3.0,6.34
100673,2024-04-22 04:00:00,Corporate,East,Electronics,36.0,3.0,$368.15,0.079,1017.2,4.1,5.0,
100752,2024-05-05 08:00:00,Consumer,West,Furniture,64.0,2.0,$336.34,0.496,339.03,4.6,7.0,
101839,2024-11-02 12:00:00,Corporate,South,Electronics,47.0,3.0,$192.74,0.077,533.7,5.0,4.0,7.46
100548,2024-04-01 08:00:00,Corporate,South,Office Supplies,47.0,1.0,$12.08,0.464,6.47,,2.0,
100128,2024-01-22 08:00:00,Consumer,North,Office Supplies,33.0,5.0,$17.60,0.161,73.83,,3.0,12.14
101402,2024-08-21 16:00:00,Home Office,East,Furniture,72.0,2.0,$360.19,0.338,476.89,3.4,,30.77
100600,2024-04-10 00:00:00,Consumer,South,Office Supplies,72.0,5.0,$15.01,0.214,58.99,4.0,5.0,
101390,2024-08-19 16:00:00,Home Office,North,Office Supplies,51.0,1.0,$9.83,0.05,9.34,2.8,4.0,7.58
100657,2024-04-19 12:00:00,Consumer,East,Electronics,35.0,3.0,$177.31,0.384,327.67,4.2,4.0,12.39
100040,2024-01-07 16:00:00,Consumer,South,Furniture,65.0,3.0,$368.61,0.155,934.43,2.9,5.0,
101731,2024-10-15 12:00:00,Consumer,Central,Clothing,19.0,2.0,$41.91,0.116,74.1,2.7,3.0,
101705,2024-10-11 04:00:00,Home Office,North,Furniture,48.0,4.0,$398.68,0.144,1365.08,3.8,1.0,
101543,2024-09-14 04:00:00,Consumer,South,Office Supplies,26.0,3.0,$23.08,0.041,66.4,4.1,27.0,7.66
100787,2024-05-11 04:00:00,Consumer,East,Office Supplies,73.0,1.0,$7.70,0.182,6.3,5.0,4.0,
100295,2024-02-19 04:00:00,Home Office,North,Furniture,34.0,2.0,$137.52,0.285,196.65,5.0,2.0,22.91
100447,2024-03-15 12:00:00,Corporate,South,Furniture,68.0,1.0,$194.36,0.45,106.9,4.0,,
101949,2024-11-20 20:00:00,Home Office,South,Office Supplies,72.0,3.0,$25.29,0.291,53.79,5.0,5.0,2.98
100636,2024-04-16 00:00:00,Corporate,East,Furniture,48.0,5.0,$219.08,0.062,1027.49,4.7,6.0,19.04
101895,2024-11-11 20:00:00,Consumer,East,Office Supplies,20.0,4.0,$22.27,0.171,73.85,,5.0,
101707,2024-10-11 12:00:00,Consumer,West,Office Supplies,64.0,3.0,$19.02,0.129,49.7,4.0,7.0,12.82
101356,2024-08-14 00:00:00,Consumer,East,Office Supplies,73.0,4.0,$24.30,0.175,80.19,3.2,5.0,
101740,2024-10-17 00:00:00,Consumer,North,Office Supplies,46.0,3.0,$18.31,0.066,51.3,4.8,2.0,13.32
100937,2024-06-05 04:00:00,Consumer,North,Office Supplies,66.0,5.0,$39.25,0.143,168.19,3.9,4.0,11.41
100529,2024-03-29 04:00:00,Consumer,East,Office Supplies,45.0,3.0,$19.52,0.168,48.72,4.7,5.0,
101571,2024-09-18 20:00:00,Corporate,North,Electronics,55.0,3.0,$117.28,0.076,325.1,3.3,2.0,1.46
101190,2024-07-17 08:00:00,Consumer,North,Office Supplies,61.0,4.0,$33.87,0.033,131.01,4.8,1.0,12.59
100865,2024-05-24 04:00:00,Home Office,North,Electronics,53.0,1.0,$117.64,0.137,101.52,,4.0,8.55
101442,2024-08-28 08:00:00,Consumer,North,Office Supplies,66.0,1.0,$25.97,0.19,21.04,5.0,3.0,6.55
100908,2024-05-31 08:00:00,Consumer,Central,Office Supplies,51.0,2.0,$10.52,0.053,19.92,4.3,3.0,6.78
100594,2024-04-09 00:00:00,Consumer,South,Electronics,43.0,5.0,$202.66,0.04,972.77,,2.0,
100707,2024-04-27 20:00:00,Corporate,South,Furniture,22.0,3.0,$428.68,0.12,1131.72,4.6,5.0,30.7
101889,2024-11-10 20:00:00,Consumer,South,Electronics,66.0,2.0,$159.45,0.15,271.06,,3.0,7.76
100579,2024-04-06 12:00:00,Consumer,Central,Electronics,39.0,5.0,$77.76,0.093,352.64,4.2,6.0,6.85
